map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[01:35:01.389] WARN  [p0gate7] [bot] 0x20 resync; aborting path
[01:38:15.626] WARN  [p0gate7] [bot] no path to (1486,1551) avoiding 0 block(s); stopping (search 1269611.8us)
[01:38:15.626] WARN  [p0gate7] [bot] start (1484,1551,30) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:38:18.955] WARN  [p0gate7] [bot] no path to (1489,1550) avoiding 0 block(s); stopping (search 1354126.3us)
[01:38:18.955] WARN  [p0gate7] [bot] start (1484,1551,30) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:38:25.664] WARN  [p0gate7] [bot] no path to (1489,1553) avoiding 0 block(s); stopping (search 1213984.3us)
[01:38:25.664] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:38:32.272] WARN  [p0gate7] [action] vendor_buy superseded by vendor_buy
[01:38:32.272] WARN  [p0gate7] [ACTION_RESULT] vendor_buy invalid_state (2511ms) superseded
[01:38:34.778] WARN  [p0gate7] [action] vendor_buy superseded by vendor_buy
[01:38:34.778] WARN  [p0gate7] [ACTION_RESULT] vendor_buy invalid_state (2506ms) superseded
[01:38:37.279] WARN  [p0gate7] [action] vendor_buy superseded by vendor_buy
[01:38:37.279] WARN  [p0gate7] [ACTION_RESULT] vendor_buy invalid_state (2501ms) superseded
[01:38:39.815] WARN  [p0gate7] [action] vendor_buy superseded by vendor_buy
[01:38:39.815] WARN  [p0gate7] [ACTION_RESULT] vendor_buy invalid_state (2536ms) superseded
[01:38:42.327] WARN  [p0gate7] [action] vendor_buy superseded by vendor_buy
[01:38:42.327] WARN  [p0gate7] [ACTION_RESULT] vendor_buy invalid_state (2512ms) superseded
[01:38:44.863] WARN  [p0gate7] [action] vendor_buy superseded by vendor_buy
[01:38:44.863] WARN  [p0gate7] [ACTION_RESULT] vendor_buy invalid_state (2536ms) superseded
[01:38:48.682] WARN  [p0gate7] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 1172444.9us)
[01:38:48.682] WARN  [p0gate7] [bot] start (1489,1553,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:38:52.392] WARN  [p0gate7] [action] vendor_buy superseded by vendor_buy
[01:38:52.392] WARN  [p0gate7] [ACTION_RESULT] vendor_buy invalid_state (7529ms) superseded
[01:38:56.183] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1183927.9us)
[01:38:56.183] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 5 mobile(s))
[01:39:00.232] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1161579.9us)
[01:39:00.232] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:05.706] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1152811.5us)
[01:39:05.706] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:12.775] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1193180.1us)
[01:39:12.775] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=5 terrain=1 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:14.113] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1146713.3us)
[01:39:14.113] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:18.102] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1167611.4us)
[01:39:18.102] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:23.700] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1198449.6us)
[01:39:23.700] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:30.790] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1225753.6us)
[01:39:30.790] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:32.399] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1375004.1us)
[01:39:32.399] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:36.428] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1192895.7us)
[01:39:36.428] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=6 terrain=1 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:42.005] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1217054.6us)
[01:39:42.005] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:48.998] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1135035.0us)
[01:39:48.998] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:50.407] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1205170.3us)
[01:39:50.407] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:39:54.385] WARN  [p0gate7] [bot] no path to (1490,1551) avoiding 0 block(s); stopping (search 1197132.6us)
[01:39:54.385] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:08.653] WARN  [p0gate7] [bot] no path to (1486,1547) avoiding 0 block(s); stopping (search 1128297.8us)
[01:40:08.653] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:11.154] WARN  [p0gate7] [bot] no path to (1486,1547) avoiding 0 block(s); stopping (search 1173150.1us)
[01:40:11.154] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:12.468] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:15.301] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:16.562] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:17.913] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:22.303] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:23.627] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:24.976] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:30.879] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:32.143] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:33.497] WARN  [p0gate7] [bot] goal (1486,1547) is not walkable; skipping A* and stopping
[01:40:34.996] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1255335.7us)
[01:40:34.996] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:37.513] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1178400.0us)
[01:40:37.513] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:39.974] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1146824.7us)
[01:40:39.974] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:43.944] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1159130.0us)
[01:40:43.944] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:46.435] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1209681.1us)
[01:40:46.435] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:40:48.974] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1216124.5us)
[01:40:48.975] WARN  [p0gate7] [bot] start (1488,1551,30) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 503 item(s), 4 mobile(s))
[01:41:07.305] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:41:13.440] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:41:19.536] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:41:25.629] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:41:31.762] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:41:35.159] WARN  [p0gate7] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1209448.6us)
[01:41:35.159] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 4 mobile(s))
[01:41:35.222] WARN  [p0gate7] [travel] reached (1484,1547,45) but the target is on another floor; not arrived
[01:41:37.788] WARN  [p0gate7] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1338747.3us)
[01:41:37.788] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 4 mobile(s))
[01:41:37.849] WARN  [p0gate7] [travel] reached (1484,1547,45) but the target is on another floor; not arrived
[01:41:40.320] WARN  [p0gate7] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1187721.5us)
[01:41:40.320] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 4 mobile(s))
[01:41:40.384] WARN  [p0gate7] [travel] reached (1484,1547,45) but the target is on another floor; not arrived
[01:41:44.339] WARN  [p0gate7] [bot] no path to (1486,1548) avoiding 0 block(s); stopping (search 1220423.8us)
[01:41:44.339] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 4 mobile(s))
[01:41:44.401] WARN  [p0gate7] [travel] reached (1484,1547,45) but the target is on another floor; not arrived
[01:41:45.720] WARN  [p0gate7] [bot] goal (1486,1548) is not walkable; skipping A* and stopping
[01:41:48.587] WARN  [p0gate7] [bot] goal (1486,1548) is not walkable; skipping A* and stopping
[01:41:52.961] WARN  [p0gate7] [bot] goal (1486,1548) is not walkable; skipping A* and stopping
[01:41:58.403] WARN  [p0gate7] [bot] no path to (1484,1545) avoiding 0 block(s); stopping (search 1266380.8us)
[01:41:58.403] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=3 terrain=3 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:42:01.274] WARN  [p0gate7] [bot] no path to (1484,1545) avoiding 0 block(s); stopping (search 31.9us)
[01:42:01.274] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=2 terrain=3 mobile=3 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:42:05.666] WARN  [p0gate7] [bot] goal (1484,1545) is not walkable; skipping A* and stopping
[01:42:30.934] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:42:37.076] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:42:43.222] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:42:49.385] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:42:55.525] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:42:58.884] WARN  [p0gate7] [bot] no path to (1487,1547) avoiding 0 block(s); stopping (search 1155172.1us)
[01:42:58.884] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:43:02.875] WARN  [p0gate7] [bot] no path to (1487,1547) avoiding 0 block(s); stopping (search 1165734.8us)
[01:43:02.875] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:43:09.387] WARN  [p0gate7] [bot] no path to (1485,1549) avoiding 0 block(s); stopping (search 1152997.3us)
[01:43:09.387] WARN  [p0gate7] [bot] start (1487,1547,35) exits: open=4 terrain=0 mobile=1 dynamic=3 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:43:14.919] WARN  [p0gate7] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1139894.8us)
[01:43:14.920] WARN  [p0gate7] [bot] start (1485,1549,35) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:43:25.704] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1252907.3us)
[01:43:25.704] WARN  [p0gate7] [bot] start (1485,1549,35) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:43:29.718] WARN  [p0gate7] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1205553.1us)
[01:43:29.718] WARN  [p0gate7] [bot] start (1485,1549,35) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:43:36.463] WARN  [p0gate7] [bot] no path to (1485,1546) avoiding 0 block(s); stopping (search 1187946.0us)
[01:43:36.463] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:43:49.876] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:43:56.003] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:44:02.125] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:44:08.291] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:44:14.358] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:44:17.764] WARN  [p0gate7] [bot] no path to (1486,1550) avoiding 0 block(s); stopping (search 1177702.0us)
[01:44:17.764] WARN  [p0gate7] [bot] start (1484,1547,45) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:44:17.826] WARN  [p0gate7] [travel] reached (1484,1547,45) but the target is on another floor; not arrived
[01:44:27.837] WARN  [p0gate7] [ACTION_RESULT] vendor_sell timeout (no server confirmation)
[01:44:37.750] WARN  [p0gate7] [bot] no path to (1485,1548) avoiding 0 block(s); stopping (search 1150925.9us)
[01:44:37.750] WARN  [p0gate7] [bot] start (1486,1550,30) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:44:41.052] WARN  [p0gate7] [bot] no path to (1484,1545) avoiding 0 block(s); stopping (search 1199167.8us)
[01:44:41.052] WARN  [p0gate7] [bot] start (1486,1550,30) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 504 item(s), 5 mobile(s))
[01:44:41.113] WARN  [p0gate7] [travel] reached (1486,1550,30) but the target is on another floor; not arrived
[01:44:54.427] WARN  [p0gate7] [bot] no path to (1490,1549) avoiding 0 block(s); stopping (search 1179195.6us)
[01:44:54.427] WARN  [p0gate7] [bot] start (1484,1545,50) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 4 mobile(s))
[01:44:54.490] WARN  [p0gate7] [travel] reached (1484,1545,50) but the target is on another floor; not arrived
[01:45:13.458] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:45:19.623] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:45:25.722] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:45:31.850] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:45:37.955] WARN  [p0gate7] [ACTION_RESULT] use_object timeout (no server confirmation)
[01:45:41.318] WARN  [p0gate7] [bot] no path to (1485,1548) avoiding 0 block(s); stopping (search 1138976.3us)
[01:45:41.318] WARN  [p0gate7] [bot] start (1490,1549,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 5 mobile(s))
[01:45:49.260] WARN  [p0gate7] [bot] no path to (1485,1551) avoiding 0 block(s); stopping (search 1288015.9us)
[01:45:49.260] WARN  [p0gate7] [bot] start (1485,1548,40) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 4 mobile(s))
[01:45:53.376] WARN  [p0gate7] [bot] no path to (1485,1551) avoiding 0 block(s); stopping (search 1204742.2us)
[01:45:53.376] WARN  [p0gate7] [bot] start (1485,1548,40) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 4 mobile(s))
[01:45:55.561] WARN  [p0gate7] [bot] no path to (1488,1549) avoiding 0 block(s); stopping (search 1154869.8us)
[01:45:55.562] WARN  [p0gate7] [bot] start (1485,1548,40) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 4 mobile(s))
[01:45:58.405] WARN  [p0gate7] [bot] goal (1488,1549) is not walkable; skipping A* and stopping
[01:46:02.768] WARN  [p0gate7] [bot] goal (1488,1549) is not walkable; skipping A* and stopping
[01:46:08.580] WARN  [p0gate7] [bot] goal (1488,1549) is not walkable; skipping A* and stopping
[01:46:10.103] WARN  [p0gate7] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1371982.0us)
[01:46:10.103] WARN  [p0gate7] [bot] start (1485,1548,40) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 5 mobile(s))
[01:46:12.640] WARN  [p0gate7] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1188675.1us)
[01:46:12.640] WARN  [p0gate7] [bot] start (1485,1548,40) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 5 mobile(s))
[01:46:17.465] WARN  [p0gate7] [bot] no path to (1486,1549) avoiding 0 block(s); stopping (search 1209388.9us)
[01:46:17.465] WARN  [p0gate7] [bot] start (1489,1548,35) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 5 mobile(s))
[01:46:22.869] WARN  [p0gate7] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1172859.9us)
[01:46:22.869] WARN  [p0gate7] [bot] start (1486,1549,35) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 5 mobile(s))
[01:46:26.915] WARN  [p0gate7] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1190475.8us)
[01:46:26.916] WARN  [p0gate7] [bot] start (1486,1549,35) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 5 mobile(s))
[01:46:32.440] WARN  [p0gate7] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1177312.2us)
[01:46:32.440] WARN  [p0gate7] [bot] start (1486,1549,35) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 505 item(s), 4 mobile(s))
