map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[16:07:02.707] WARN  [n10_Cassia] [0x21] move REJECTED seq=35; server says (1432,1666,10) facing=1
[16:16:26.995] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:28.300] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 7.9us)
[16:16:28.300] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:29.600] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 10.7us)
[16:16:29.600] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:29.600] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1464,1576,29) to get somewhere routable (escape 1/3)
[16:16:29.660] WARN  [n10_Cassia] [bot] no path to (1464,1576) avoiding 0 block(s); stopping (search 8.2us)
[16:16:29.660] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:29.723] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1466,1560,30) to get somewhere routable (escape 2/3)
[16:16:29.782] WARN  [n10_Cassia] [bot] no path to (1466,1560) avoiding 0 block(s); stopping (search 8.7us)
[16:16:29.782] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:29.842] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1480,1558,30) to get somewhere routable (escape 3/3)
[16:16:29.843] WARN  [n10_Cassia] [bot] no path to (1480,1558) avoiding 0 block(s); stopping (search 6.2us)
[16:16:29.843] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:30.086] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 33.7us)
[16:16:30.087] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:31.425] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 8.8us)
[16:16:31.425] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:32.699] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 9.2us)
[16:16:32.699] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:35.602] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 8.9us)
[16:16:35.602] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:16:36.953] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 9.4us)
[16:16:36.953] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:16:38.331] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 8.5us)
[16:16:38.331] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:42.740] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 10.1us)
[16:16:42.740] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:44.073] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 9.5us)
[16:16:44.073] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:45.426] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 8.9us)
[16:16:45.426] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:16:51.268] WARN  [n10_Cassia] [bot] no path to (1482,1584) avoiding 0 block(s); stopping (search 12.9us)
[16:16:51.268] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:16:51.822] WARN  [n10_Cassia] [bot] no path to (1485,1584) avoiding 0 block(s); stopping (search 8.3us)
[16:16:51.822] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:16:53.155] WARN  [n10_Cassia] [bot] no path to (1485,1584) avoiding 0 block(s); stopping (search 11.4us)
[16:16:53.155] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:16:54.506] WARN  [n10_Cassia] [bot] no path to (1485,1584) avoiding 0 block(s); stopping (search 9.7us)
[16:16:54.506] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:57.360] WARN  [n10_Cassia] [bot] no path to (1485,1584) avoiding 0 block(s); stopping (search 9.5us)
[16:16:57.360] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:58.696] WARN  [n10_Cassia] [bot] no path to (1485,1584) avoiding 0 block(s); stopping (search 8.9us)
[16:16:58.696] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:00.051] WARN  [n10_Cassia] [bot] no path to (1485,1584) avoiding 0 block(s); stopping (search 7.3us)
[16:17:00.051] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:04.350] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 11.9us)
[16:17:04.350] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:05.721] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 8.7us)
[16:17:05.722] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:07.052] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 10.3us)
[16:17:07.052] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:09.925] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 7.5us)
[16:17:09.925] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:11.291] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 6.1us)
[16:17:11.291] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:12.657] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 10.7us)
[16:17:12.658] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 5 mobile(s))
[16:17:17.054] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 8.6us)
[16:17:17.054] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 5 mobile(s))
[16:17:18.420] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 9.8us)
[16:17:18.420] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 5 mobile(s))
[16:17:19.763] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 8.1us)
[16:17:19.763] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 5 mobile(s))
[16:17:25.641] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 8.2us)
[16:17:25.641] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:26.933] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 11.7us)
[16:17:26.933] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:28.295] WARN  [n10_Cassia] [bot] no path to (1482,1585) avoiding 0 block(s); stopping (search 9.5us)
[16:17:28.295] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:28.355] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1464,1576,29) to get somewhere routable (escape 1/3)
[16:17:28.417] WARN  [n10_Cassia] [bot] no path to (1464,1576) avoiding 0 block(s); stopping (search 8.1us)
[16:17:28.417] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:28.479] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1466,1560,30) to get somewhere routable (escape 2/3)
[16:17:28.539] WARN  [n10_Cassia] [bot] no path to (1466,1560) avoiding 0 block(s); stopping (search 6.8us)
[16:17:28.539] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:28.600] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1480,1558,30) to get somewhere routable (escape 3/3)
[16:17:28.662] WARN  [n10_Cassia] [bot] no path to (1480,1558) avoiding 0 block(s); stopping (search 7.2us)
[16:17:28.662] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:28.910] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 23.7us)
[16:17:28.910] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:17:30.271] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 8.4us)
[16:17:30.271] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:31.559] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 7.5us)
[16:17:31.559] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:34.459] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 8.2us)
[16:17:34.459] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:35.813] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 9.4us)
[16:17:35.814] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:37.164] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 6.5us)
[16:17:37.164] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:41.522] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 6.2us)
[16:17:41.522] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:42.875] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 10.7us)
[16:17:42.875] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:44.198] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 6.4us)
[16:17:44.198] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:50.102] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 6.7us)
[16:17:50.102] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:17:51.449] WARN  [n10_Cassia] [bot] no path to (1480,1584) avoiding 0 block(s); stopping (search 9.3us)
