map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[14:47:55.579] WARN  [f6_Ysolde] [bot] 0x20 resync; aborting path
[14:48:43.170] WARN  [f6_Ysolde] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1053572.9us)
[14:48:43.170] WARN  [f6_Ysolde] [bot] start (1491,1545,70) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:48:43.230] WARN  [f6_Ysolde] [travel] reached (1491,1545,70) but the target is on another floor; not arrived
[14:48:45.573] WARN  [f6_Ysolde] [bot] no path to (1486,1549) avoiding 0 block(s); stopping (search 1081789.6us)
[14:48:45.573] WARN  [f6_Ysolde] [bot] start (1491,1545,70) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:48:45.589] WARN  [f6_Ysolde] [travel] reached (1491,1545,70) but the target is on another floor; not arrived
[14:48:46.876] WARN  [f6_Ysolde] [bot] goal (1486,1549) is not walkable; skipping A* and stopping
[14:48:46.938] WARN  [f6_Ysolde] [travel] reached (1491,1545,70) but the target is on another floor; not arrived
[14:48:48.141] WARN  [f6_Ysolde] [bot] goal (1486,1549) is not walkable; skipping A* and stopping
[14:48:48.203] WARN  [f6_Ysolde] [travel] reached (1491,1545,70) but the target is on another floor; not arrived
[14:48:58.181] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1063377.6us)
[14:48:58.181] WARN  [f6_Ysolde] [bot] start (1486,1549,35) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:49:00.853] WARN  [f6_Ysolde] [bot] no path to (1485,1545) avoiding 0 block(s); stopping (search 1039922.4us)
[14:49:00.853] WARN  [f6_Ysolde] [bot] start (1486,1549,35) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:49:02.524] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[14:49:07.228] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1115077.9us)
[14:49:07.228] WARN  [f6_Ysolde] [bot] start (1485,1545,50) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:07.289] WARN  [f6_Ysolde] [travel] reached (1485,1545,50) but the target is on another floor; not arrived
[14:49:08.596] WARN  [f6_Ysolde] [bot] goal (1484,1548) is not walkable; skipping A* and stopping
[14:49:08.656] WARN  [f6_Ysolde] [travel] reached (1485,1545,50) but the target is on another floor; not arrived
[14:49:09.870] WARN  [f6_Ysolde] [bot] goal (1484,1548) is not walkable; skipping A* and stopping
[14:49:09.887] WARN  [f6_Ysolde] [travel] reached (1485,1545,50) but the target is on another floor; not arrived
[14:49:11.433] WARN  [f6_Ysolde] [bot] no path to (1485,1551) avoiding 0 block(s); stopping (search 1031757.2us)
[14:49:11.433] WARN  [f6_Ysolde] [bot] start (1485,1545,50) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:49:11.495] WARN  [f6_Ysolde] [travel] reached (1485,1545,50) but the target is on another floor; not arrived
[14:49:11.556] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[14:49:15.437] WARN  [f6_Ysolde] [bot] no path to (1487,1550) avoiding 0 block(s); stopping (search 1028832.7us)
[14:49:15.437] WARN  [f6_Ysolde] [bot] start (1485,1551,30) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:18.792] WARN  [f6_Ysolde] [bot] no path to (1490,1548) avoiding 0 block(s); stopping (search 1039790.7us)
[14:49:18.792] WARN  [f6_Ysolde] [bot] start (1485,1551,30) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:24.994] WARN  [f6_Ysolde] [bot] no path to (1486,1551) avoiding 0 block(s); stopping (search 1061424.4us)
[14:49:24.995] WARN  [f6_Ysolde] [bot] start (1488,1550,30) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:29.381] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[14:49:29.994] WARN  [f6_Ysolde] [bot] no path to (1484,1551) avoiding 0 block(s); stopping (search 1023817.1us)
[14:49:29.994] WARN  [f6_Ysolde] [bot] start (1486,1551,30) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:33.902] WARN  [f6_Ysolde] [bot] no path to (1484,1551) avoiding 0 block(s); stopping (search 1033257.1us)
[14:49:33.902] WARN  [f6_Ysolde] [bot] start (1486,1551,30) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:39.562] WARN  [f6_Ysolde] [bot] no path to (1486,1548) avoiding 0 block(s); stopping (search 1034486.4us)
[14:49:39.562] WARN  [f6_Ysolde] [bot] start (1485,1551,30) exits: open=3 terrain=3 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:46.553] WARN  [f6_Ysolde] [bot] no path to (1489,1550) avoiding 0 block(s); stopping (search 1087562.9us)
[14:49:46.553] WARN  [f6_Ysolde] [bot] start (1487,1547,35) exits: open=5 terrain=0 mobile=0 dynamic=3 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:49.672] WARN  [f6_Ysolde] [bot] no path to (1488,1553) avoiding 0 block(s); stopping (search 1033274.0us)
[14:49:49.672] WARN  [f6_Ysolde] [bot] start (1487,1547,35) exits: open=5 terrain=0 mobile=0 dynamic=3 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:49:58.549] WARN  [f6_Ysolde] [bot] no path to (1490,1553) avoiding 0 block(s); stopping (search 1043801.2us)
[14:49:58.549] WARN  [f6_Ysolde] [bot] start (1488,1553,30) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:50:01.750] WARN  [f6_Ysolde] [bot] no path to (1487,1551) avoiding 0 block(s); stopping (search 1113351.7us)
[14:50:01.750] WARN  [f6_Ysolde] [bot] start (1488,1553,30) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:50:02.855] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[14:50:22.905] WARN  [f6_Ysolde] [bot] no path to (1487,1553) avoiding 0 block(s); stopping (search 1127179.2us)
[14:50:22.905] WARN  [f6_Ysolde] [bot] start (1487,1551,30) exits: open=6 terrain=2 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:50:22.967] WARN  [f6_Ysolde] [travel] reached (1487,1551,30) but the target is on another floor; not arrived
[14:55:52.782] WARN  [f6_Ysolde] [bot] no path to (1486,1549) avoiding 0 block(s); stopping (search 444.8us)
[14:55:52.782] WARN  [f6_Ysolde] [bot] start (1487,1553,70) exits: open=6 terrain=2 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:05:27.637] WARN  [f6_Ysolde] [bot] no path to (1490,1547) avoiding 0 block(s); stopping (search 1073240.8us)
[15:05:27.637] WARN  [f6_Ysolde] [bot] start (1486,1549,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:08:18.775] WARN  [f6_Ysolde] [bot] no path to (1489,1548) avoiding 0 block(s); stopping (search 1055462.3us)
[15:08:18.775] WARN  [f6_Ysolde] [bot] start (1485,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:08:21.134] WARN  [f6_Ysolde] [bot] no path to (1489,1548) avoiding 0 block(s); stopping (search 1034668.8us)
[15:08:21.134] WARN  [f6_Ysolde] [bot] start (1485,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:08:23.493] WARN  [f6_Ysolde] [bot] no path to (1489,1548) avoiding 0 block(s); stopping (search 1072131.5us)
[15:08:23.493] WARN  [f6_Ysolde] [bot] start (1485,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:09:28.654] WARN  [f6_Ysolde] [bot] no path to (1485,1547) avoiding 0 block(s); stopping (search 1081195.1us)
[15:09:28.654] WARN  [f6_Ysolde] [bot] start (1489,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:09:31.121] WARN  [f6_Ysolde] [bot] no path to (1485,1547) avoiding 0 block(s); stopping (search 1144702.9us)
[15:09:31.121] WARN  [f6_Ysolde] [bot] start (1489,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:10:05.250] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1147444.0us)
[15:10:05.250] WARN  [f6_Ysolde] [bot] start (1485,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:10:07.568] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1037762.6us)
[15:10:07.568] WARN  [f6_Ysolde] [bot] start (1485,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:10:09.875] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1087683.5us)
[15:10:09.875] WARN  [f6_Ysolde] [bot] start (1485,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:10:13.788] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1066275.9us)
[15:10:13.788] WARN  [f6_Ysolde] [bot] start (1485,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:10:16.216] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1138178.0us)
[15:10:16.216] WARN  [f6_Ysolde] [bot] start (1485,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:10:18.567] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1060494.5us)
[15:10:18.567] WARN  [f6_Ysolde] [bot] start (1485,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:10:56.117] WARN  [f6_Ysolde] [bot] no path to (1485,1549) avoiding 0 block(s); stopping (search 1569613.4us)
[15:10:56.117] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:11:44.582] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1093610.2us)
[15:11:44.582] WARN  [f6_Ysolde] [bot] start (1485,1549,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[15:13:41.464] WARN  [f6_Ysolde] [0x21] move REJECTED seq=34; server says (1439,1693,0) facing=7
[15:13:41.480] WARN  [f6_Ysolde] [bot] 0x20 resync; aborting path
