start: Delras is a lumberjack_swordsman and lives in Britain -> starting city index 2
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[00:19:34.388] WARN  [mk3_Delras] [bot] 0x20 resync; aborting path
[00:21:35.641] WARN  [mk3_Delras] [travel] route exhausted at (1448,1608,20); trying to reach (1448,1592,20) to get somewhere routable (escape 2/3)
[00:21:35.703] WARN  [mk3_Delras] [bot] no path to (1448,1592) avoiding 0 block(s); stopping (search 386.9us)
[00:21:35.703] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 12 mobile(s))
[00:21:35.763] WARN  [mk3_Delras] [travel] route exhausted at (1448,1608,20); trying to reach (1464,1592,20) to get somewhere routable (escape 3/3)
[00:21:35.824] WARN  [mk3_Delras] [bot] no path to (1464,1592) avoiding 0 block(s); stopping (search 400.3us)
[00:21:35.824] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 12 mobile(s))
[00:21:38.625] WARN  [mk3_Delras] [bot] no path to (1416,1640) avoiding 0 block(s); stopping (search 411.2us)
[00:21:38.625] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 12 mobile(s))
[00:21:39.949] WARN  [mk3_Delras] [bot] no path to (1416,1640) avoiding 0 block(s); stopping (search 365.7us)
[00:21:39.949] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 12 mobile(s))
[00:21:41.275] WARN  [mk3_Delras] [bot] no path to (1416,1640) avoiding 0 block(s); stopping (search 338.5us)
[00:21:41.275] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 12 mobile(s))
[00:21:44.121] WARN  [mk3_Delras] [bot] no path to (1464,1640) avoiding 0 block(s); stopping (search 529.7us)
[00:21:44.121] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 12 mobile(s))
[00:21:45.458] WARN  [mk3_Delras] [bot] no path to (1464,1640) avoiding 0 block(s); stopping (search 213.5us)
[00:21:45.458] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 12 mobile(s))
[00:21:46.763] WARN  [mk3_Delras] [bot] no path to (1464,1640) avoiding 0 block(s); stopping (search 372.9us)
[00:21:46.763] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 11 mobile(s))
[00:21:51.074] WARN  [mk3_Delras] [bot] no path to (1480,1640) avoiding 0 block(s); stopping (search 336.3us)
[00:21:51.074] WARN  [mk3_Delras] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 204 item(s), 11 mobile(s))
[00:22:32.789] WARN  [mk3_Delras] [0x21] move REJECTED seq=50; server says (1426,1701,1) facing=5
[00:22:33.515] WARN  [mk3_Delras] [0x21] move REJECTED seq=0; server says (1426,1701,1) facing=5
[00:23:04.422] WARN  [mk3_Delras] [bot] watchdog: oldest move unacked 5s; aborting path
[00:23:04.594] WARN  [mk3_Delras] [0x22] unsolicited ack seq=40
[00:25:28.205] WARN  [mk3_Delras] [0x21] move REJECTED seq=15; server says (635,2168,0) facing=5
[00:25:28.220] WARN  [mk3_Delras] [bot] 0x20 resync; aborting path
