start: Durnholde is a miner_smith and lives in Minoc -> starting city index 1
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[22:46:04.789] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=53; server says (5569,3335,17) facing=2
[22:48:12.943] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (5801,3288,2) facing=6
[22:48:14.048] WARN  [pair2_Durnholde] [bot] no path to (5805,3300) avoiding 2 block(s); stopping (search 1060804.2us)
[22:48:14.048] WARN  [pair2_Durnholde] [bot] start (5801,3288,2) exits: open=5 terrain=1 mobile=0 dynamic=0 door=0 blacklist=2 (overlay saw 93 item(s), 3 mobile(s))
[22:48:15.661] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=1; server says (5801,3288,2) facing=5
[22:48:16.382] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (5801,3288,2) facing=5
[22:48:16.998] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=1; server says (5801,3288,2) facing=6
[22:48:17.707] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (5801,3288,2) facing=6
[22:48:18.692] WARN  [pair2_Durnholde] [bot] no path to (5805,3300) avoiding 2 block(s); stopping (search 963947.6us)
[22:48:18.692] WARN  [pair2_Durnholde] [bot] start (5801,3288,2) exits: open=5 terrain=1 mobile=0 dynamic=0 door=0 blacklist=2 (overlay saw 93 item(s), 3 mobile(s))
[22:48:24.839] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=1; server says (5801,3288,2) facing=5
[22:48:25.579] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (5801,3288,2) facing=5
[22:48:26.071] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=1; server says (5801,3288,2) facing=6
[22:48:26.827] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (5801,3288,2) facing=6
[22:48:27.873] WARN  [pair2_Durnholde] [bot] no path to (5805,3300) avoiding 2 block(s); stopping (search 999134.4us)
[22:48:27.873] WARN  [pair2_Durnholde] [bot] start (5801,3288,2) exits: open=5 terrain=1 mobile=0 dynamic=0 door=0 blacklist=2 (overlay saw 93 item(s), 3 mobile(s))
[22:48:29.459] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=1; server says (5801,3288,2) facing=5
[22:48:30.182] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (5801,3288,2) facing=5
[22:48:30.828] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=1; server says (5801,3288,2) facing=6
[22:48:31.570] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (5801,3288,2) facing=6
[22:48:32.554] WARN  [pair2_Durnholde] [bot] no path to (5805,3300) avoiding 2 block(s); stopping (search 942517.7us)
[22:48:32.554] WARN  [pair2_Durnholde] [bot] start (5801,3288,2) exits: open=5 terrain=1 mobile=0 dynamic=0 door=0 blacklist=2 (overlay saw 93 item(s), 3 mobile(s))
[22:48:52.716] WARN  [pair2_Durnholde] [bot] 0x20 resync; aborting path
[22:49:08.905] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=62; server says (2495,579,0) facing=3
[22:49:09.675] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (2495,579,0) facing=3
[22:52:49.951] WARN  [pair2_Durnholde] [bot] 0x20 resync; aborting path
[22:52:53.722] WARN  [pair2_Durnholde] [bot] no path to (1425,1691) avoiding 0 block(s); stopping (search 1562223.8us)
[22:52:53.722] WARN  [pair2_Durnholde] [bot] start (1430,1690,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 623 item(s), 2 mobile(s))
[22:52:58.308] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 1481524.0us)
[22:52:58.308] WARN  [pair2_Durnholde] [bot] start (1425,1691,0) exits: open=3 terrain=4 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 623 item(s), 2 mobile(s))
[22:56:45.624] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=32; server says (1423,1599,20) facing=7
[22:56:46.330] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (1423,1599,20) facing=7
[22:56:48.107] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 1 block(s); stopping (search 1722945.6us)
[22:56:48.108] WARN  [pair2_Durnholde] [bot] start (1423,1599,20) exits: open=6 terrain=0 mobile=0 dynamic=1 door=0 blacklist=1 (overlay saw 849 item(s), 7 mobile(s))
[22:57:02.833] WARN  [pair2_Durnholde] [bot] 0x20 resync; aborting path
[23:02:27.033] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2018810.9us)
[23:02:27.033] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:02:30.441] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2071632.4us)
[23:02:30.441] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:02:35.672] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2398844.2us)
[23:02:35.672] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:02:38.979] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2032845.8us)
[23:02:38.979] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:02:45.332] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2035497.7us)
[23:02:45.332] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:02:48.745] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2077680.4us)
[23:02:48.745] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:02:56.677] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2097059.8us)
[23:02:56.677] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:03:00.101] WARN  [pair2_Durnholde] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2081769.7us)
[23:03:00.101] WARN  [pair2_Durnholde] [bot] start (1432,1704,14) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:03:00.162] WARN  [pair2_Durnholde] [travel] route exhausted at (1432,1704,14); trying to reach (1416,1688,0) to get somewhere routable (escape 1/3)
[23:03:06.288] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2070100.5us)
[23:03:06.288] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:09.656] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2048838.7us)
[23:03:09.656] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:14.797] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2305625.8us)
[23:03:14.797] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:18.415] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2309766.9us)
[23:03:18.415] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:24.836] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2049453.3us)
[23:03:24.836] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:28.155] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2010493.4us)
[23:03:28.155] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:36.108] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2089293.6us)
[23:03:36.108] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:39.475] WARN  [pair2_Durnholde] [bot] no path to (1424,1691) avoiding 0 block(s); stopping (search 2068079.9us)
[23:03:39.475] WARN  [pair2_Durnholde] [bot] start (1416,1688,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:03:39.477] WARN  [pair2_Durnholde] [travel] route exhausted at (1416,1688,0); trying to reach (1416,1704,8) to get somewhere routable (escape 1/3)
[23:03:45.390] WARN  [pair2_Durnholde] [bot] no path to (1427,1689) avoiding 0 block(s); stopping (search 1973012.6us)
[23:03:45.390] WARN  [pair2_Durnholde] [bot] start (1417,1702,4) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 8 mobile(s))
[23:07:03.700] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item server_failure (1ms) item 0x400143D7 landed in 0x400143FF, not the destination 0x40014400
[23:07:05.230] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item server_failure (16ms) item 0x400143D7 landed in 0x400143FF, not the destination 0x40014400
[23:07:06.766] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item server_failure (37ms) item 0x400143D7 landed in 0x400143FF, not the destination 0x40014400
[23:07:08.327] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item server_failure (86ms) item 0x400143D7 landed in 0x400143FF, not the destination 0x40014400
[23:07:17.317] WARN  [pair2_Durnholde] [bot] no path to (1428,1691) avoiding 0 block(s); stopping (search 4370239.9us)
[23:07:17.317] WARN  [pair2_Durnholde] [bot] start (1427,1689,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 4 mobile(s))
[23:07:23.195] WARN  [pair2_Durnholde] [bot] no path to (1425,1689) avoiding 0 block(s); stopping (search 4249459.7us)
[23:07:23.195] WARN  [pair2_Durnholde] [bot] start (1427,1689,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 3 mobile(s))
[23:07:31.148] WARN  [pair2_Durnholde] [bot] no path to (1426,1687) avoiding 0 block(s); stopping (search 4644213.1us)
[23:07:31.148] WARN  [pair2_Durnholde] [bot] start (1425,1689,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1253 item(s), 3 mobile(s))
[23:08:09.023] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 5056428.8us)
[23:08:09.023] WARN  [pair2_Durnholde] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1256 item(s), 2 mobile(s))
[23:08:14.187] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 3821024.0us)
[23:08:14.187] WARN  [pair2_Durnholde] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1256 item(s), 2 mobile(s))
[23:11:55.295] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=44; server says (3623,2139,86) facing=1
[23:11:56.019] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (3623,2139,86) facing=1
[23:13:08.990] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=72; server says (3647,2150,37) facing=5
[23:13:09.696] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (3647,2150,37) facing=5
[23:13:10.310] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=1; server says (3647,2150,37) facing=6
[23:13:11.081] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=0; server says (3647,2150,37) facing=6
[23:13:23.071] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=19; server says (3612,2157,58) facing=6
[23:19:31.217] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2178476.0us)
[23:19:31.217] WARN  [pair2_Durnholde] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1430 item(s), 2 mobile(s))
[23:19:34.746] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2206465.9us)
[23:19:34.746] WARN  [pair2_Durnholde] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1430 item(s), 2 mobile(s))
[23:19:49.809] WARN  [pair2_Durnholde] [0x21] move REJECTED seq=52; server says (1449,1601,20) facing=1
[23:19:49.824] WARN  [pair2_Durnholde] [bot] 0x20 resync; aborting path
[23:20:10.654] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:11.964] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:13.288] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:16.096] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:17.377] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:18.640] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:22.919] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:24.230] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:25.508] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:31.365] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:32.720] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:34.073] WARN  [pair2_Durnholde] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[23:20:34.133] WARN  [pair2_Durnholde] [travel] route exhausted at (1426,1581,30); trying to reach (1416,1576,30) to get somewhere routable (escape 1/3)
[23:20:36.162] WARN  [pair2_Durnholde] [bot] no path to (1416,1576) avoiding 0 block(s); stopping (search 2009408.3us)
[23:20:36.162] WARN  [pair2_Durnholde] [bot] start (1426,1581,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1430 item(s), 5 mobile(s))
[23:20:36.223] WARN  [pair2_Durnholde] [travel] route exhausted at (1426,1581,30); trying to reach (1432,1592,20) to get somewhere routable (escape 2/3)
[23:20:38.295] WARN  [pair2_Durnholde] [bot] no path to (1432,1592) avoiding 0 block(s); stopping (search 2067896.3us)
[23:20:38.295] WARN  [pair2_Durnholde] [bot] start (1426,1581,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1430 item(s), 5 mobile(s))
[23:20:38.357] WARN  [pair2_Durnholde] [travel] route exhausted at (1426,1581,30); trying to reach (1416,1592,30) to get somewhere routable (escape 3/3)
[23:20:40.496] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2130279.6us)
[23:20:40.496] WARN  [pair2_Durnholde] [bot] start (1426,1581,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1430 item(s), 5 mobile(s))
[23:20:52.246] WARN  [pair2_Durnholde] [bot] 0x20 resync; aborting path
[23:21:48.746] WARN  [pair2_Durnholde] [ITEM] drag cancelled by server: cannot lift that (code 0)
[23:21:48.746] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item rejected (0ms) cannot lift that
[23:21:48.746] WARN  [pair2_Durnholde] [ITEM] drag cancelled by server: unspecified (code 5)
[23:21:54.759] WARN  [pair2_Durnholde] [ITEM] drag cancelled by server: cannot lift that (code 0)
[23:21:54.759] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item rejected (0ms) cannot lift that
[23:21:54.759] WARN  [pair2_Durnholde] [ITEM] drag cancelled by server: unspecified (code 5)
[23:22:09.122] WARN  [pair2_Durnholde] [bot] no path to (1428,1690) avoiding 0 block(s); stopping (search 2109759.6us)
[23:22:09.122] WARN  [pair2_Durnholde] [bot] start (1425,1690,0) exits: open=6 terrain=2 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:22:43.911] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2179348.9us)
[23:22:43.911] WARN  [pair2_Durnholde] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1497 item(s), 2 mobile(s))
[23:22:47.608] WARN  [pair2_Durnholde] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2342059.2us)
[23:22:47.608] WARN  [pair2_Durnholde] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1497 item(s), 2 mobile(s))
[23:24:32.922] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item server_failure (1ms) item 0x400143D7 landed in 0x400143FF, not the destination 0x40014400
[23:24:34.487] WARN  [pair2_Durnholde] [ACTION_RESULT] move_item server_failure (15ms) item 0x400143D7 landed in 0x400143FF, not the destination 0x40014400
[23:24:41.197] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2084432.3us)
[23:24:41.197] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:24:44.701] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2171034.1us)
[23:24:44.701] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:24:49.745] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2165542.0us)
[23:24:49.745] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:24:53.273] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2254398.8us)
[23:24:53.273] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:24:59.714] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2141820.8us)
[23:24:59.715] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:25:03.066] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2030255.7us)
[23:25:03.066] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:25:11.056] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2175188.6us)
[23:25:11.056] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:25:14.559] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2189487.3us)
[23:25:14.559] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:25:16.803] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2013671.6us)
[23:25:16.803] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:25:20.234] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2155027.6us)
[23:25:20.234] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:25:25.171] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2081307.0us)
[23:25:25.171] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
[23:25:28.776] WARN  [pair2_Durnholde] [bot] no path to (1424,1687) avoiding 0 block(s); stopping (search 2252895.1us)
[23:25:28.776] WARN  [pair2_Durnholde] [bot] start (1428,1687,0) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 1497 item(s), 3 mobile(s))
